line,col,source,char,lib,file,function,optimization,opt,arch,clangversion,type,id,leaks_secret,fixed_upstream
371,7,    d += Q & -(d >> 31);,+,pqclean,vrfy.c,PQCLEAN_FALCONPADDED1024_CLEAN_verify_raw|PQCLEAN_FALCON512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_verify_recover|mq_NTT|PQCLEAN_FALCON512_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED512_CLEAN_to_ntt_monty|PQCLEAN_FALCON512_CLEAN_count_nttzero|mq_iNTT|PQCLEAN_FALCON1024_CLEAN_verify_recover|PQCLEAN_FALCON1024_CLEAN_is_invertible|PQCLEAN_FALCON1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED1024_CLEAN_verify_recover|PQCLEAN_FALCONPADDED512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_complete_private|PQCLEAN_FALCON512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_complete_private|PQCLEAN_FALCON1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_is_invertible|PQCLEAN_FALCONPADDED1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED512_CLEAN_verify_recover|PQCLEAN_FALCONPADDED512_CLEAN_count_nttzero|PQCLEAN_FALCON1024_CLEAN_verify_raw|PQCLEAN_FALCONPADDED1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_is_invertible|PQCLEAN_FALCON512_CLEAN_is_invertible,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,496,YES,not_fixed
371,12,    d += Q & -(d >> 31);,&,pqclean,vrfy.c,PQCLEAN_FALCONPADDED1024_CLEAN_verify_raw|PQCLEAN_FALCON512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_verify_recover|mq_NTT|PQCLEAN_FALCON512_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED512_CLEAN_to_ntt_monty|PQCLEAN_FALCON512_CLEAN_count_nttzero|mq_iNTT|PQCLEAN_FALCON1024_CLEAN_verify_recover|PQCLEAN_FALCON1024_CLEAN_is_invertible|PQCLEAN_FALCON1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED1024_CLEAN_verify_recover|PQCLEAN_FALCONPADDED512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_complete_private|PQCLEAN_FALCON512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_complete_private|PQCLEAN_FALCON1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_is_invertible|PQCLEAN_FALCONPADDED1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED512_CLEAN_verify_recover|PQCLEAN_FALCONPADDED1024_CLEAN_compute_public|PQCLEAN_FALCONPADDED512_CLEAN_count_nttzero|PQCLEAN_FALCON1024_CLEAN_verify_raw|PQCLEAN_FALCON1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_is_invertible|PQCLEAN_FALCON512_CLEAN_is_invertible,O1--disable-select-optimize=false|Ofast|O2--fast-isel|Oz--fast-isel|O1--fast-isel|O3--disable-select-optimize=false|O3|O3--global-isel|Oz--global-isel|O3--fast-isel|O1--global-isel|Ofast--fast-isel|O2--disable-select-optimize=false|Ofast--disable-select-optimize=false|O2--global-isel|Os--global-isel|Os--fast-isel,levels|flag1,X8664|MIPS64|MIPS32EL|ARM|RISCV|AArch64,clang14|clang18|clang20,cjump,271,YES,not_fixed
683,7,    d += p & -(d >> 31);,+,pqclean,keygen.c,modp_iNTT2_ext|PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|zint_rebuild_CRT|make_fg_step|modp_R2|solve_NTRU_intermediate|modp_NTT2_ext|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen|zint_mod_small_unsigned|modp_mkgm2,O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Ofast|O1--x86-cmov-converter-force-all|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Ofast--mispredict-default-rate=0|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,242,YES,not_fixed
695,7,    d += p & -(d >> 31);,+,pqclean,keygen.c,modp_iNTT2_ext|PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|zint_rebuild_CRT|make_fg_step|solve_NTRU_intermediate|modp_NTT2_ext|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen|zint_mod_small_signed,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,472,YES,not_fixed
695,12,    d += p & -(d >> 31);,&,pqclean,keygen.c,modp_iNTT2_ext|PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|zint_rebuild_CRT|make_fg_step|solve_NTRU_intermediate|modp_NTT2_ext|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen|zint_mod_small_signed,O3--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Oz--fast-isel|O2--fast-isel|O1--fast-isel|Ofast--disable-loop-level-heuristics|O3--global-isel|Oz--global-isel|O3--fast-isel|O1--global-isel|Ofast--fast-isel|Os--global-isel|Ofast--mispredict-default-rate=0|O2--global-isel|Os--fast-isel,flag1,X8664|AArch64|RISCV,clang14|clang18|clang20,cjump,243,YES,not_fixed
723,7,    d += p & -(d >> 31);,+,pqclean,keygen.c,modp_iNTT2_ext|modp_montymul|PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|zint_mod_small_unsigned|poly_sub_scaled_ntt|zint_rebuild_CRT|make_fg_step|modp_R2|solve_NTRU_intermediate|modp_NTT2_ext|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen|modp_poly_rec_res|modp_mkgm2|modp_Rx,O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Ofast|O1--x86-cmov-converter-force-all|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Ofast--mispredict-default-rate=0|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,242,YES,not_fixed
682,11,    d = a + b - p;,+,pqclean,keygen.c,zint_mod_small_unsigned,Os--unroll-force-peel-count=50,flag1,RISCV,clang14,cjump,471,YES,not_fixed
125,7,    e &= -(int)t;,&,pqclean,fpr.c,PQCLEAN_FALCON512_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED512_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_scaled|PQCLEAN_FALCON1024_CLEAN_fpr_scaled,Oz--pre-RA-sched=fast|Oz--pre-RA-sched=linearize,flag1,RISCV,clang14,cjump,455,YES,not_fixed
180,7,    e += 1076;,+,pqclean,fpr.c,PQCLEAN_FALCONPADDED1024_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED512_CLEAN_fpr_scaled|PQCLEAN_FALCON512_CLEAN_fpr_scaled|PQCLEAN_FALCON1024_CLEAN_fpr_scaled,Ofast|Oz--inline-threshold=100|O1|Os|O3|Oz--inline-call-penalty=100|O2,levels|flag1,RISCV,clang14,cjump,456,YES,not_fixed
40,42,    first_word ^= BIT0MASK(message >> 0) & 0xaaaaaaaa;,&,pqclean,reed_muller.c,PQCLEAN_HQC128_CLEAN_reed_muller_encode|PQCLEAN_HQC192_CLEAN_reed_muller_encode|PQCLEAN_HQC256_CLEAN_reed_muller_encode,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang18|clang20,cjump,631,YES,not_fixed
41,42,    first_word ^= BIT0MASK(message >> 1) & 0xcccccccc;,&,pqclean,reed_muller.c,PQCLEAN_HQC128_CLEAN_reed_muller_encode|PQCLEAN_HQC192_CLEAN_reed_muller_encode|PQCLEAN_HQC256_CLEAN_reed_muller_encode,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang18|clang20,cjump,632,YES,not_fixed
42,42,    first_word ^= BIT0MASK(message >> 2) & 0xf0f0f0f0;,&,pqclean,reed_muller.c,PQCLEAN_HQC128_CLEAN_reed_muller_encode|PQCLEAN_HQC192_CLEAN_reed_muller_encode|PQCLEAN_HQC256_CLEAN_reed_muller_encode,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang18|clang20,cjump,633,YES,not_fixed
43,42,    first_word ^= BIT0MASK(message >> 3) & 0xff00ff00;,&,pqclean,reed_muller.c,PQCLEAN_HQC128_CLEAN_reed_muller_encode|PQCLEAN_HQC192_CLEAN_reed_muller_encode|PQCLEAN_HQC256_CLEAN_reed_muller_encode,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang18|clang20,cjump,634,YES,not_fixed
44,42,    first_word ^= BIT0MASK(message >> 4) & 0xffff0000;,&,pqclean,reed_muller.c,PQCLEAN_HQC128_CLEAN_reed_muller_encode|PQCLEAN_HQC192_CLEAN_reed_muller_encode|PQCLEAN_HQC256_CLEAN_reed_muller_encode,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--global-isel|Oz--global-isel|O1--global-isel|Os--global-isel|O2--global-isel,flag1,AArch64|RISCV,clang18|clang20,cjump,254,YES,not_fixed
182,7,    m &= (uint64_t)t - 1;,&,pqclean,fpr.c,PQCLEAN_FALCON512_CLEAN_fpr_add|PQCLEAN_FALCONPADDED512_CLEAN_fpr_scaled|PQCLEAN_FALCON512_CLEAN_fpr_mul|PQCLEAN_FALCON512_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_mul|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_add|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_div|PQCLEAN_FALCONPADDED512_CLEAN_fpr_add|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_scaled|PQCLEAN_FALCON1024_CLEAN_fpr_add|PQCLEAN_FALCON1024_CLEAN_fpr_div|PQCLEAN_FALCONPADDED512_CLEAN_fpr_mul|PQCLEAN_FALCON1024_CLEAN_fpr_scaled|PQCLEAN_FALCON512_CLEAN_fpr_div|PQCLEAN_FALCON1024_CLEAN_fpr_mul|PQCLEAN_FALCONPADDED512_CLEAN_fpr_div,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|O3--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Os--global-isel|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang18|clang20,cjump,237,YES,not_fixed
285,7,    m &= -(uint64_t)((uint32_t)(e - 64) >> 31);,&,pqclean,sign.c|keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|PQCLEAN_FALCON1024_CLEAN_sign_tree|PQCLEAN_FALCON512_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_sign_dyn|PQCLEAN_FALCONPADDED512_CLEAN_sign_dyn|solve_NTRU|PQCLEAN_FALCONPADDED1024_CLEAN_sign_tree|PQCLEAN_FALCONPADDED512_CLEAN_sign_tree|PQCLEAN_FALCON512_CLEAN_sign_tree|PQCLEAN_FALCONPADDED1024_CLEAN_sign_dyn|solve_NTRU_intermediate|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON1024_CLEAN_sign_dyn,O3--disable-loop-level-heuristics|O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|Ofast--disable-loop-level-heuristics|O3|O3--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Os--global-isel|Ofast--x86-cmov-converter-force-all|O2,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,251,YES,not_fixed
124,7,    m &= -(uint64_t)t;,&,pqclean,fpr.c,PQCLEAN_FALCON512_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED512_CLEAN_fpr_scaled|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_scaled|PQCLEAN_FALCON1024_CLEAN_fpr_scaled,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|O3--global-isel|Oz--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Oz--x86-cmov-converter-force-all|Os--global-isel|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,235,YES,not_fixed
1867,43,    return (int)((1 - ((rc | -rc) >> 31)) & x[0] & y[0]);,&,pqclean,keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang20,cjump,614,YES,not_fixed
475,31,    return cc0 ^ ((cc0 ^ cc1) & (int)((x & y) >> 63));,&,pqclean,keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|solve_NTRU_intermediate|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen,O3--disable-loop-level-heuristics|O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast--disable-loop-level-heuristics|O3--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Os--global-isel|Ofast--x86-cmov-converter-force-all,flag1,X8664|AArch64|RISCV,clang18|clang20,cjump,240,YES,not_fixed
47,14,    return r + (n & mask);,+,pqclean,vector.c,PQCLEAN_HQC256_CLEAN_vect_set_random_fixed_weight|PQCLEAN_HQC128_CLEAN_vect_set_random_fixed_weight|PQCLEAN_HQC192_CLEAN_vect_set_random_fixed_weight,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,268,YES,not_fixed
1043,8,    sw ^= (sw ^ 63) & -((63 - sw) >> 31);,^,pqclean,sign.c,PQCLEAN_FALCONPADDED1024_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_sampler|PQCLEAN_FALCON512_CLEAN_sampler|PQCLEAN_FALCONPADDED512_CLEAN_sampler,O1|Os|O3|O2|Oz,levels,RISCV,clang20,cjump,639,YES,not_fixed
635,7,    w += p & -(w >> 31);,+,pqclean,keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,470,YES,not_fixed
635,12,    w += p & -(w >> 31);,&,pqclean,keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|make_fg|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen,O3--global-isel|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Ofast--x86-cmov-converter-force-all|Ofast|O3--select-opti-loop-cycle-gain-threshold=0|Oz--global-isel|Oz--x86-cmov-converter-force-all|O2|Oz|O3--disable-loop-level-heuristics|O1--x86-cmov-converter-force-all|Os|Ofast--disable-loop-level-heuristics|Os--x86-cmov-converter-force-all|Os--global-isel|O3--x86-cmov-converter-force-all|O1|O3|Ofast--select-opti-loop-cycle-gain-threshold=0,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,241,YES,not_fixed
412,7,    x &= (uint64_t)t - 1;,&,pqclean,fft.c|sign.c,PQCLEAN_FALCONPADDED1024_CLEAN_poly_split_fft|PQCLEAN_FALCONPADDED512_CLEAN_poly_split_fft|PQCLEAN_FALCON512_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_poly_split_fft|PQCLEAN_FALCON512_CLEAN_poly_split_fft|ffSampling_fft|PQCLEAN_FALCONPADDED512_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_sampler,O3--disable-loop-level-heuristics|O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast--disable-loop-level-heuristics|O3--global-isel|Oz--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Oz--x86-cmov-converter-force-all|Os--global-isel|Ofast--x86-cmov-converter-force-all,flag1,X8664|AArch64|RISCV,clang18|clang20,cjump,234,YES,not_fixed
380,12,    x += Q & -(x & 1);,&,pqclean,vrfy.c,mq_iNTT,O2--fast-isel|Oz--fast-isel|O1--fast-isel|O3--fast-isel|Ofast--fast-isel|Os--fast-isel,flag1,X8664,clang18|clang20,cjump,272,YES,not_fixed
352,8,    xi ^= (xi ^ -(int64_t)t) & -(int64_t)((uint32_t)(63 - cc) >> 31);,^,pqclean,sign.c,PQCLEAN_FALCONPADDED1024_CLEAN_sampler|PQCLEAN_FALCONPADDED512_CLEAN_sampler|PQCLEAN_FALCON512_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_sampler,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang18|clang20,cjump,265,YES,not_fixed
377,8,    xu &= -(uint64_t)((uint32_t)(cc - 64) >> 31);,&,pqclean,sign.c|fpr.c,PQCLEAN_FALCON512_CLEAN_fpr_expm_p63|PQCLEAN_FALCONPADDED512_CLEAN_fpr_expm_p63|PQCLEAN_FALCON1024_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_fpr_expm_p63|PQCLEAN_FALCON512_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_expm_p63|PQCLEAN_FALCONPADDED512_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_sampler,O3--disable-loop-level-heuristics|O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast--disable-loop-level-heuristics|O3--global-isel|Oz--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Oz--x86-cmov-converter-force-all|Os--global-isel|Ofast--x86-cmov-converter-force-all,flag1,X8664|AArch64|RISCV,clang18|clang20,cjump,239,YES,not_fixed
383,14,    xu = (xu ^ -t) + t;,^,pqclean,fpr.c|sign.c,PQCLEAN_FALCON512_CLEAN_fpr_expm_p63|PQCLEAN_FALCONPADDED512_CLEAN_fpr_expm_p63|PQCLEAN_FALCONPADDED512_CLEAN_sampler|PQCLEAN_FALCON512_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_expm_p63|PQCLEAN_FALCON1024_CLEAN_fpr_expm_p63|PQCLEAN_FALCON1024_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_sampler,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,459,YES,not_fixed
336,7,    y += Q & -(y >> 31);,+,pqclean,vrfy.c,PQCLEAN_FALCONPADDED1024_CLEAN_complete_private|PQCLEAN_FALCON512_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED1024_CLEAN_compute_public|PQCLEAN_FALCONPADDED512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_complete_private,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,494,YES,not_fixed
336,12,    y += Q & -(y >> 31);,&,pqclean,vrfy.c,PQCLEAN_FALCONPADDED1024_CLEAN_complete_private|PQCLEAN_FALCON512_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED1024_CLEAN_compute_public|PQCLEAN_FALCONPADDED512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_complete_private,O3--disable-loop-level-heuristics|O3--select-opti-loop-cycle-gain-threshold=0|Ofast--disable-loop-level-heuristics|O3--global-isel|Oz--global-isel|O1--global-isel|Ofast--select-opti-loop-cycle-gain-threshold=0|Os--global-isel|O2--global-isel,flag1,AArch64|RISCV,clang18|clang20,cjump,270,YES,not_fixed
185,8,    yu &= -(uint64_t)((uint32_t)(cc - 60) >> 31);,&,pqclean,fpr.c,PQCLEAN_FALCON1024_CLEAN_fpr_add|PQCLEAN_FALCON512_CLEAN_fpr_add|PQCLEAN_FALCONPADDED1024_CLEAN_fpr_add|PQCLEAN_FALCONPADDED512_CLEAN_fpr_add,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|O3--global-isel|Oz--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Oz--x86-cmov-converter-force-all|Os--global-isel|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang18|clang20,cjump,238,YES,not_fixed
417,7,    z += Q & -(z >> 31);,+,pqclean,vrfy.c,PQCLEAN_FALCONPADDED1024_CLEAN_verify_raw|PQCLEAN_FALCON512_CLEAN_compute_public|PQCLEAN_FALCON512_CLEAN_verify_recover|mq_NTT|PQCLEAN_FALCON512_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_to_ntt_monty|PQCLEAN_FALCON512_CLEAN_to_ntt_monty|mq_iNTT|mq_div_12289|PQCLEAN_FALCON1024_CLEAN_verify_recover|PQCLEAN_FALCON1024_CLEAN_is_invertible|PQCLEAN_FALCON1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_complete_private|mq_poly_montymul_ntt|PQCLEAN_FALCONPADDED512_CLEAN_compute_public|PQCLEAN_FALCONPADDED1024_CLEAN_verify_recover|PQCLEAN_FALCON512_CLEAN_complete_private|PQCLEAN_FALCON512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED512_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_is_invertible|PQCLEAN_FALCON1024_CLEAN_count_nttzero|PQCLEAN_FALCONPADDED1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_complete_private|PQCLEAN_FALCONPADDED512_CLEAN_verify_raw|PQCLEAN_FALCONPADDED512_CLEAN_verify_recover|PQCLEAN_FALCONPADDED1024_CLEAN_compute_public|PQCLEAN_FALCON1024_CLEAN_verify_raw|PQCLEAN_FALCONPADDED512_CLEAN_count_nttzero|PQCLEAN_FALCON1024_CLEAN_to_ntt_monty|PQCLEAN_FALCONPADDED1024_CLEAN_is_invertible|PQCLEAN_FALCON512_CLEAN_is_invertible|mq_montymul,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|O3--global-isel|Oz--global-isel|Os--x86-cmov-converter-force-all|O1--global-isel|O2--x86-cmov-converter-force-all|O2--global-isel|Oz--x86-cmov-converter-force-all|Os--global-isel|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,273,YES,not_fixed
1057,43,"    z = ((fpr_expm_p63(r, ccs) << 1) - 1) >> s;",>,pqclean,sign.c,PQCLEAN_FALCONPADDED512_CLEAN_sampler|PQCLEAN_FALCON1024_CLEAN_sampler|PQCLEAN_FALCONPADDED1024_CLEAN_sampler|PQCLEAN_FALCON512_CLEAN_sampler,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,266,YES,not_fixed
754,17,    z = (z + (p & -(z & 1))) >> 1;,&,pqclean,keygen.c,PQCLEAN_FALCONPADDED512_CLEAN_keygen|PQCLEAN_FALCONPADDED1024_CLEAN_keygen|solve_NTRU|poly_sub_scaled_ntt|zint_rebuild_CRT|make_fg_step|modp_R2|solve_NTRU_intermediate|PQCLEAN_FALCON1024_CLEAN_keygen|PQCLEAN_FALCON512_CLEAN_keygen|modp_mkgm2,O3--global-isel|O1--global-isel|Os--global-isel|Oz--global-isel|O2--global-isel,flag1,RISCV,clang20,cjump,613,YES,not_fixed
187,10,    z[1] ^= syndromes[0];,^,pqclean,reed_solomon.c,PQCLEAN_HQC128_CLEAN_reed_solomon_decode|PQCLEAN_HQC256_CLEAN_reed_solomon_decode|PQCLEAN_HQC192_CLEAN_reed_solomon_decode,Ofast--disable-peephole|Ofast|O2--disable-peephole|Os--unroll-count=100|Oz--unroll-count=50|O3|Os--unroll-count=50|Os--unroll-force-peel-count=50|O3--disable-peephole|Oz--unroll-count=100|O2,levels|flag1,RISCV|ARM,clang14,cjump|mmem,485,YES,not_fixed
1269,61,                                           WOLFSSL_BIT_SIZE + 1);,+,wolfssl,wolfcrypt/src/dh.c,wc_DhGenerateKeyPair,Ofast--two-entry-phi-node-folding-threshold=100|Ofast--two-entry-phi-node-folding-threshold=50,flag1,RISCV,clang14|clang18,cjump,302,NO,not_fixed
41776,63,                        args->lastErr = (ret & (~lenErrMask)) |,|,wolfssl,src/internal.c,DoClientKeyExchange|DoHandShakeMsgType,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|Ofast--x86-cmov-converter-force-all|O1|Os|O3|Os--x86-cmov-converter-force-all|O3--fast-isel|Ofast--fast-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,287,YES,not_fixed
